# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   rexp = Photospheric radius-expansion flag
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"bpflux"	"bpfluxe"	"rexp"
"KS 1741-293"	52751.41104	IJ2	0.00	0.00	1.14	
"SLX 1732-304"	52751.43465	IJ2	0.00	0.00	1.02	
"GS 1826-24"	52751.99966	IJ2	0.00	0.00	1.00	
"XB 1916-053"	52755.86585	IJ2	0.00	0.00	1.36	
"XB 1916-053"	52758.95870	IJ2	0.00	0.00	1.29	
"4U 1728-34"	52788.68623	XPy	79.28	3.22	1.00	
"XTE J1810-189"	52789.54023	XPj	0.18	0.17	1.00	
"4U 1820-303"	52794.73813	XPj	63.29	2.53	2.00	
"XTE J1814-338"	52796.04053	XPy	3.97	0.16	1.00	
"XTE J1814-338"	52797.26864	XPj	11.48	0.45	1.00	
"XTE J1814-338"	52797.88357	XPj	13.43	0.51	1.00	
"XTE J1814-338"	52799.19622	XPl	13.58	0.68	1.00	
"XTE J1814-338"	52800.09930	XPj	14.02	0.84	1.00	
"XTE J1814-338"	52801.02918	XPj	3.49	0.12	1.00	
"4U 1820-303"	52802.07557	XPl	64.61	4.18	2.00	
"XTE J1814-338"	52802.46634	XPl	8.08	0.50	1.00	
"XTE J1814-338"	52802.56324	XPj	4.40	0.19	1.00	
"XTE J1814-338"	52803.05937	XPl	4.00	0.15	1.00	
"XTE J1814-338"	52803.73412	XPl	9.32	0.49	1.00	
"XTE J1814-338"	52804.01447	XPy	10.54	0.61	1.00	
"XTE J1814-338"	52805.78939	XPy	7.93	0.49	1.00	
"4U 1820-303"	52805.89566	XPj	60.43	1.61	2.00	
"XTE J1814-338"	52806.74742	XPj	7.40	0.25	1.00	
"XTE J1814-338"	52806.81793	XPj	3.32	0.12	1.00	
"XTE J1814-338"	52807.66685	XPl	8.39	0.50	1.00	
"XTE J1814-338"	52808.79530	XPj	8.02	0.26	1.00	
"XTE J1814-338"	52809.78152	XPj	8.22	0.26	1.00	
"XTE J1814-338"	52810.06815	XPy	12.74	0.66	1.00	
"XTE J1814-338"	52810.90133	XPj	3.13	0.12	1.00	
"XTE J1814-338"	52811.63954	XPj	11.85	0.76	1.00	
"XTE J1814-338"	52812.88864	XPj	9.76	0.29	1.00	
"XTE J1814-338"	52813.46869	XPl	7.55	0.45	1.00	
"XTE J1814-338"	52817.69354	XPl	7.78	0.46	1.00	
"XTE J1814-338"	52817.88329	XPj	7.78	0.25	1.00	
"XTE J1814-338"	52818.85360	XPj	7.81	0.27	1.00	
"EXO 0748-676"	52819.83765	XPj	12.88	0.51	1.00	
"EXO 0748-676"	52820.15878	XPj	9.57	0.31	1.00	
"GS 1826-24"	52820.56254	XPy	28.23	1.01	1.00	
"EXO 0748-676"	52821.12950	XPe	10.46	0.33	1.00	
"EXO 0748-676"	52821.13403	XPe	1.92	0.09	1.00	
"XTE J1814-338"	52827.25344	XPy	8.31	0.50	1.00	
"XTE J1814-338"	52828.79338	XPj	7.41	0.26	1.00	
"4U 1323-62"	52830.58552	IJ2	0.00	0.00	1.17	
"4U 1323-62"	52831.03371	IJ2	0.00	0.00	1.02	
"4U 1323-62"	52831.56416	IJ2	0.00	0.00	1.00	
"4U 1323-62"	52831.88772	IJ2	0.00	0.00	1.01	
"4U 1323-62"	52833.56704	IJ2	0.00	0.00	1.02	
"4U 1323-62"	52833.86058	IJ2	0.00	0.00	1.01	
"4U 1323-62"	52834.30914	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52834.38923	XPj	27.81	1.06	1.00	
"4U 1323-62"	52834.44030	IJ2	0.00	0.00	1.00	
"4U 1323-62"	52834.82980	IJ2	0.00	0.00	1.00	
"4U 1323-62"	52835.20406	IJ2	0.00	0.00	1.01	
"GS 1826-24"	52835.30637	XPy	30.28	1.04	1.00	
"4U 1323-62"	52836.73013	IJ2	0.00	0.00	1.00	
"4U 1323-62"	52837.29170	IJ2	0.00	0.00	1.01	
"XTE J1814-338"	52837.73803	XPj	23.09	1.38	3.00	
"4U 1323-62"	52838.06043	IJ2	0.00	0.00	1.00	
"XTE J1710-281"	52854.80183	XPj	1.45	0.10	1.00	
"XTE J1710-281"	52858.08887	XPy	1.20	0.07	1.00	
"XTE J1710-281"	52858.65043	XPj	1.24	0.09	1.00	
"4U 1702-429"	52861.94796	IJ2	0.00	0.00	1.25	
"4U 1705-44"	52862.16716	IJ2	0.00	0.00	1.34	
"EXO 0748-676"	52868.91704	XPy	3.16	0.12	1.00	
"EXO 0748-676"	52869.07531	XPy	1.52	0.08	1.00	
"4U 1702-429"	52869.42020	IJ2	0.00	0.00	1.60	
"4U 1728-34"	52869.77720	IJ2	0.00	0.00	1.57	
"EXO 0748-676"	52869.77821	XPe	6.72	0.25	1.00	
"EXO 0748-676"	52869.89061	XPe	7.39	0.25	1.00	
"4U 1728-34"	52869.98399	IJ2	0.00	0.00	1.17	
"4U 1728-34"	52870.95666	IJ2	0.00	0.00	1.19	
"4U 1728-34"	52871.13455	IJ2	0.00	0.00	1.21	
"1A 1742-294"	52874.80419	IJ2	0.00	0.00	1.13	
"SLX 1744-300"	52874.83767	IJ2	0.00	0.00	1.10	
"1A 1742-294"	52875.00741	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52876.02784	IJ2	0.00	0.00	1.02	
"1A 1742-294"	52876.37471	IJ2	0.00	0.00	1.02	
"4U 1728-34"	52876.45116	IJ2	0.00	0.00	1.20	
"1A 1742-294"	52876.57653	IJ2	0.00	0.00	1.21	
"1A 1742-294"	52876.91690	IJ2	0.00	0.00	1.01	
"4U 1728-34"	52876.92867	IJ2	0.00	0.00	1.41	
"SLX 1744-300"	52877.00693	IJ2	0.00	0.00	1.33	
"1A 1742-294"	52877.10830	IJ2	0.00	0.00	1.01	
"4U 1728-34"	52877.69957	IJ2	0.00	0.00	1.53	
"1A 1742-294"	52878.57593	IJ2	0.00	0.00	1.02	
"SLX 1744-300"	52878.60928	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52878.65835	IJ2	0.00	0.00	1.01	
"1A 1742-294"	52878.81131	IJ2	0.00	0.00	1.01	
"4U 1728-34"	52878.83278	IJ2	0.00	0.00	1.38	
"4U 1728-34"	52879.05834	IJ2	0.00	0.00	1.33	
"4U 1728-34"	52879.25104	IJ2	0.00	0.00	1.36	
"4U 1728-34"	52879.45456	IJ2	0.00	0.00	1.35	
"1A 1742-294"	52879.54668	IJ2	0.00	0.00	1.40	
"1A 1742-294"	52879.67519	IJ2	0.00	0.00	1.01	
"SLX 1744-300"	52879.71549	IJ2	0.00	0.00	1.32	
"GX 3+1"	52879.72761	IJ2	0.00	0.00	1.50	
"4U 1728-34"	52880.60521	IJ2	0.00	0.00	1.31	
"1A 1742-294"	52880.73363	IJ2	0.00	0.00	1.15	
"SLX 1744-300"	52881.53534	IJ2	0.00	0.00	1.06	
"1A 1742-294"	52882.22657	IJ2	0.00	0.00	1.23	
"SLX 1744-300"	52882.38797	IJ2	0.00	0.00	1.00	
"4U 1728-34"	52882.66265	IJ2	0.00	0.00	1.27	
"4U 1728-34"	52882.83344	IJ2	0.00	0.00	1.22	
"1A 1742-294"	52882.83419	IJ2	0.00	0.00	1.00	
"SLX 1744-300"	52882.84723	IJ2	0.00	0.00	1.26	
"1A 1742-294"	52882.97718	IJ2	0.00	0.00	1.00	
"4U 1728-34"	52882.99189	IJ2	0.00	0.00	1.21	
"4U 1728-34"	52883.65505	IJ2	0.00	0.00	1.48	
"SLX 1744-300"	52883.67483	IJ2	0.00	0.00	1.01	
"1A 1742-294"	52883.83866	IJ2	0.00	0.00	1.07	
"4U 1728-34"	52883.97250	IJ2	0.00	0.00	1.14	
"MXB 1730-335"	52884.27192	XPl	11.10	0.47	1.00	
"MXB 1730-335"	52884.31828	XPj	10.51	0.35	1.00	
"MXB 1730-335"	52884.40603	XPj	10.54	0.36	1.00	
"SLX 1744-300"	52884.82548	IJ2	0.00	0.00	1.32	
"1A 1742-294"	52884.85468	IJ2	0.00	0.00	1.01	
"4U 1728-34"	52885.14344	IJ2	0.00	0.00	1.27	
"4U 1728-34"	52885.36076	IJ2	0.00	0.00	1.27	
"1A 1742-294"	52885.52113	IJ2	0.00	0.00	1.01	
"4U 1728-34"	52885.54675	IJ2	0.00	0.00	1.17	
"1A 1742-294"	52885.77666	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52887.02460	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52887.33941	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52887.80487	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52888.58331	IJ2	0.00	0.00	1.00	
"GX 17+2"	52888.59117	IJ2	0.00	0.00	1.43	
"GS 1826-24"	52888.89601	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52890.06720	IJ2	0.00	0.00	1.04	
"4U 1728-34"	52890.07088	IJ2	0.00	0.00	1.49	
"1A 1742-294"	52890.28912	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52890.51170	IJ2	0.00	0.00	1.00	
"SLX 1744-300"	52890.57381	IJ2	0.00	0.00	1.00	
"4U 1722-30"	52890.78288	IJ2	0.00	0.00	1.55	
"1A 1742-294"	52890.78700	IJ2	0.00	0.00	1.34	
"4U 1728-34"	52890.82036	IJ2	0.00	0.00	1.15	
"1A 1742-294"	52891.09375	IJ2	0.00	0.00	1.01	
"SLX 1744-300"	52891.14839	IJ2	0.00	0.00	1.15	
"1A 1742-294"	52891.31160	IJ2	0.00	0.00	1.10	
"SLX 1744-300"	52891.33311	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52891.92712	IJ2	0.00	0.00	1.03	
"4U 1728-34"	52891.93221	IJ2	0.00	0.00	1.29	
"GX 3+1"	52892.65910	IJ2	0.00	0.00	1.42	
"1A 1742-294"	52892.67584	IJ2	0.00	0.00	1.01	
"GS 1826-24"	52893.05437	XPj	29.64	1.14	1.00	
"GX 3+1"	52893.14584	IJ2	0.00	0.00	1.34	
"1A 1742-294"	52893.57421	IJ2	0.00	0.00	1.34	
"1A 1742-294"	52893.70796	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52893.81961	IJ2	0.00	0.00	1.02	
"4U 1728-34"	52893.91652	IJ2	0.00	0.00	1.16	
"4U 1728-34"	52894.13360	IJ2	0.00	0.00	1.18	
"4U 1728-34"	52894.39074	IJ2	0.00	0.00	1.13	
"1A 1742-294"	52894.67309	IJ2	0.00	0.00	1.00	
"SLX 1744-300"	52894.71615	IJ2	0.00	0.00	1.01	
"1A 1742-294"	52895.82817	IJ2	0.00	0.00	1.01	
"1A 1742-294"	52895.98557	IJ2	0.00	0.00	1.33	
"SLX 1744-300"	52896.10119	IJ2	0.00	0.00	1.01	
"1A 1742-294"	52896.14138	IJ2	0.00	0.00	1.34	
"MXB 1730-335"	52896.14744	XPj	0.00	0.00	0.00	
"4U 1728-34"	52896.15828	IJ2	0.00	0.00	1.00	
"4U 1728-34"	52896.15828	XPj	77.92	3.63	1.00	
"1A 1742-294"	52896.29439	IJ2	0.00	0.00	1.01	
"4U 1728-34"	52896.40216	IJ2	0.00	0.00	1.53	
"4U 1728-34"	52896.62666	IJ2	0.00	0.00	1.20	
"SLX 1744-300"	52896.64785	IJ2	0.00	0.00	1.01	
"1A 1742-294"	52896.70701	IJ2	0.00	0.00	1.02	
"1A 1742-294"	52896.80779	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52896.95236	IJ2	0.00	0.00	1.25	
"1A 1742-294"	52897.97131	IJ2	0.00	0.00	1.00	
"SLX 1744-300"	52898.02508	IJ2	0.00	0.00	1.24	
"GX 3+1"	52898.06068	IJ2	0.00	0.00	1.40	
"GX 3+1"	52898.58506	IJ2	0.00	0.00	1.32	
"4U 1728-34"	52899.11307	IJ2	0.00	0.00	1.21	
"1A 1742-294"	52899.13279	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52899.36789	IJ2	0.00	0.00	1.03	
"4U 1728-34"	52899.37396	IJ2	0.00	0.00	1.34	
"4U 1636-536"	52899.94431	XPj	69.43	2.00	3.00	
"1A 1742-294"	52900.00167	IJ2	0.00	0.00	1.00	
"4U 1728-34"	52900.15480	IJ2	0.00	0.00	1.14	
"1A 1742-294"	52900.26711	IJ2	0.00	0.00	1.04	
"1A 1742-294"	52900.39785	IJ2	0.00	0.00	1.02	
"1A 1742-294"	52900.50040	IJ2	0.00	0.00	1.02	
"1A 1742-294"	52900.56769	IJ2	0.00	0.00	1.33	
"SLX 1735-269"	52900.91035	IJ2	0.00	0.00	1.23	
"1A 1742-294"	52901.56575	IJ2	0.00	0.00	1.03	
"4U 1728-34"	52901.67510	IJ2	0.00	0.00	1.21	
"EXO 0748-676"	52901.96065	XPy	4.86	0.21	1.00	
"SLX 1735-269"	52902.15837	IJ2	0.00	0.00	1.19	
"4U 1728-34"	52902.23652	IJ2	0.00	0.00	1.45	
"SLX 1744-300"	52902.32797	IJ2	0.00	0.00	1.36	
"1A 1742-294"	52902.42645	IJ2	0.00	0.00	1.03	
"GX 3+1"	52902.51992	IJ2	0.00	0.00	1.32	
"SLX 1744-300"	52902.57309	IJ2	0.00	0.00	1.31	
"SLX 1735-269"	52902.91782	IJ2	0.00	0.00	1.12	
"SLX 1735-269"	52903.44250	IJ2	0.00	0.00	1.06	
"4U 1728-34"	52903.58862	IJ2	0.00	0.00	1.52	
"1A 1742-294"	52903.63593	IJ2	0.00	0.00	1.08	
"EXO 0748-676"	52903.96828	XPj	8.87	0.29	1.00	
"XTE J1810-189"	52904.31692	XPq	2.49	1.24	1.00	
"SLX 1735-269"	52904.56262	IJ2	0.00	0.00	1.18	
"SLX 1744-300"	52904.59040	IJ2	0.00	0.00	1.00	
"1A 1742-294"	52904.95793	IJ2	0.00	0.00	1.12	
"4U 1728-34"	52905.09456	IJ2	0.00	0.00	1.34	
"SLX 1744-300"	52905.12490	IJ2	0.00	0.00	1.35	
"1A 1742-294"	52905.13111	IJ2	0.00	0.00	1.20	
"SLX 1735-269"	52905.21644	IJ2	0.00	0.00	1.15	
"4U 1728-34"	52905.76051	IJ2	0.00	0.00	1.28	
"SLX 1744-300"	52905.91332	IJ2	0.00	0.00	1.03	
"EXO 0748-676"	52905.93985	XPj	7.21	0.26	1.00	
"SLX 1735-269"	52905.96749	IJ2	0.00	0.00	1.16	
"SLX 1744-300"	52906.43667	IJ2	0.00	0.00	1.13	
"1A 1742-294"	52906.45763	IJ2	0.00	0.00	1.00	
"4U 1728-34"	52906.45932	IJ2	0.00	0.00	1.29	
"1A 1742-294"	52906.58287	IJ2	0.00	0.00	1.00	
"SLX 1735-269"	52906.59443	IJ2	0.00	0.00	1.06	
"1A 1742-294"	52906.64330	IJ2	0.00	0.00	1.01	
"1A 1742-294"	52906.80041	IJ2	0.00	0.00	1.01	
"4U 1323-62"	52907.42512	XPe	2.74	0.11	1.00	
"4U 1323-62"	52907.63913	XPj	4.07	0.14	1.00	
"4U 1323-62"	52907.75123	XPj	11.35	0.43	1.00	
"4U 1323-62"	52907.90234	XPq	5.21	0.18	1.00	
"4U 1636-536"	52908.46840	IJ2	0.00	0.00	1.03	
"EXO 0748-676"	52908.59425	XPj	5.04	0.24	1.00	
"4U 1608-522"	52908.64915	IJ2	0.00	0.00	1.76	
"4U 1636-536"	52908.76185	IJ2	0.00	0.00	1.35	
"4U 1608-522"	52909.16921	IJ2	0.00	0.00	1.63	
"GS 1826-24"	52909.71003	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52910.02403	IJ2	0.00	0.00	1.00	
"4U 1636-536"	52913.78844	IJ2	0.00	0.00	1.04	
"4U 1636-536"	52913.83512	IJ2	0.00	0.00	1.02	
"4U 1705-44"	52914.55851	IJ2	0.00	0.00	1.32	
"4U 1702-429"	52914.97959	IJ2	0.00	0.00	1.19	
"4U 1705-44"	52915.03601	IJ2	0.00	0.00	1.34	
"4U 1705-44"	52915.80769	IJ2	0.00	0.00	1.33	
"4U 1728-34"	52916.92127	IJ2	0.00	0.00	1.68	
"EXO 0748-676"	52917.51329	XPj	9.16	0.32	1.00	
"SLX 1744-300"	52918.09206	IJ2	0.00	0.00	1.33	
"4U 1728-34"	52919.68753	IJ2	0.00	0.00	1.48	
"4U 1608-522"	52919.87830	XPj	76.56	1.91	1.00	
"1A 1742-294"	52920.75757	IJ2	0.00	0.00	1.24	
"GS 1826-24"	52921.12114	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52921.43863	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52921.90877	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52922.67593	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52922.98207	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52923.74986	IJ2	0.00	0.00	1.00	
"EXO 0748-676"	52924.66155	XPj	5.91	0.22	1.00	
"EXO 0748-676"	52924.91563	XPj	6.69	0.24	1.00	
"EXO 0748-676"	52925.00289	XPq	6.56	0.24	1.00	
"EXO 0748-676"	52925.12497	XPq	20.14	0.75	1.00	
"EXO 0748-676"	52925.30509	XPj	6.15	0.31	1.00	
"GS 1826-24"	52925.73115	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52926.04154	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52926.49713	IJ2	0.00	0.00	1.00	
"GS 1826-24"	52926.81034	IJ2	0.00	0.00	1.00	
"GX 17+2"	52926.94794	IJ2	0.00	0.00	1.38	
"GX 17+2"	52927.33555	IJ2	0.00	0.00	1.32	
"GX 17+2"	52927.89198	IJ2	0.00	0.00	1.41	
"GS 1826-24"	52944.39719	XPj	29.14	1.13	1.00	
"XB 1916-053"	52952.45837	IJ2	0.00	0.00	1.35	
"XB 1916-053"	52952.69479	IJ2	0.00	0.00	1.25	
"XB 1916-053"	52953.03878	IJ2	0.00	0.00	1.26	
"4U 1702-429"	52957.62906	XPj	92.92	3.38	2.00	
"XB 1916-053"	52960.51978	IJ2	0.00	0.00	1.27	
"XB 1916-053"	52960.90031	IJ2	0.00	0.00	1.27	
"XB 1916-053"	52961.53296	IJ2	0.00	0.00	1.27	
"XB 1916-053"	52961.87684	IJ2	0.00	0.00	1.27	
"XB 1916-053"	52962.30903	IJ2	0.00	0.00	1.27	
"XB 1916-053"	52962.64548	IJ2	0.00	0.00	1.26	
"XB 1916-053"	52963.02824	IJ2	0.00	0.00	1.27	
"XB 1916-053"	52963.41367	IJ2	0.00	0.00	1.26	
"4U 0836-429"	52970.59293	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52970.77663	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52970.87972	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52970.97587	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52971.06275	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52971.95397	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52972.05326	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52972.05966	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52972.15793	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52972.32210	IJ2	0.00	0.00	1.00	
"EXO 0748-676"	52972.88656	XPl	7.25	0.44	1.00	
"EXO 0748-676"	52973.03756	XPl	5.62	0.21	1.00	
"4U 0836-429"	52973.40299	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52973.50462	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52973.77443	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52973.80673	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52974.24415	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52974.48777	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52974.63893	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52974.73304	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52974.84038	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52974.93297	IJ2	0.00	0.00	0.00	
"4U 0836-429"	52975.37147	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52975.38542	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52975.52831	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52975.55862	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52975.60662	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52977.08300	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52977.29248	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52977.38180	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52977.46492	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52977.56969	IJ2	0.00	0.00	1.00	
"EXO 0748-676"	52977.72659	XPy	6.63	0.21	1.00	
"4U 0836-429"	52978.22090	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52978.31184	IJ2	0.00	0.00	0.00	
"4U 0836-429"	52978.39496	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52978.58279	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52978.68031	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52978.79807	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52979.84006	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52979.93011	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52980.03700	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52980.12369	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52980.76249	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52980.95318	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52981.04808	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52981.12393	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52981.14572	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52981.24138	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52981.32716	IJ2	0.00	0.00	0.00	
"4U 0836-429"	52982.42810	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52982.53124	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52982.53774	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52982.65057	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52982.74167	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52982.82720	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52983.31955	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52983.50677	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52983.51326	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52983.60412	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52983.70953	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52983.81951	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52984.44156	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52984.54367	IJ2	0.00	0.00	0.00	
"4U 0836-429"	52984.63235	IJ2	0.00	0.00	1.00	
"4U 0836-429"	52984.74744	IJ2	0.00	0.00	1.00	
"4U 0836-429"	53006.42411	IJ2	0.00	0.00	1.00	
"EXO 0748-676"	53017.06223	XPl	5.91	0.20	1.00	
"EXO 0748-676"	53017.16214	XPj	5.15	0.21	1.00	
"4U 1702-429"	53022.05412	XPl	61.98	1.64	1.00	
"4U 0836-429"	53022.66321	XPj	11.22	0.34	1.00	
"4U 1702-429"	53022.88376	XPj	57.30	1.84	1.00	
"4U 1702-429"	53024.02085	XPj	58.86	1.91	1.00	
"EXO 0748-676"	53028.73297	XPy	6.82	0.21	1.00	
"EXO 0748-676"	53028.90354	XPl	7.16	0.21	1.00	
"4U 1636-536"	53030.61159	IJ2	0.00	0.00	1.01	
"EXO 0748-676"	53039.61482	XPl	10.41	0.34	1.00	
"EXO 0748-676"	53039.62516	XPl	8.77	0.34	1.00	
"4U 1323-62"	53042.45068	IJ2	0.00	0.00	1.00	
"4U 1722-30"	53052.16601	IJ2	0.00	0.00	1.67	
"4U 1728-34"	53052.75645	IJ2	0.00	0.00	1.41	
"IGR J17254-3257"	53052.82221	IJ2	0.00	0.00	1.02	
"1A 1742-294"	53052.82276	IJ2	0.00	0.00	1.44	
"4U 1636-536"	53053.19819	IJ2	0.00	0.00	1.03	
"4U 1636-536"	53053.45022	IJ2	0.00	0.00	1.04	
"4U 1728-34"	53054.87965	IJ2	0.00	0.00	1.44	
"SLX 1744-300"	53054.88591	IJ2	0.00	0.00	1.34	
"4U 1722-30"	53055.08119	IJ2	0.00	0.00	1.14	
"4U 1728-34"	53055.11390	IJ2	0.00	0.00	1.53	
"1A 1742-294"	53055.15622	IJ2	0.00	0.00	1.36	
"4U 1722-30"	53055.35359	IJ2	0.00	0.00	1.13	
"Aql X-1"	53056.11889	XPj	48.31	1.52	1.00	
"Aql X-1"	53056.12619	XPj	41.56	1.13	1.00	
"4U 1636-536"	53057.30509	IJ2	0.00	0.00	1.02	
"4U 1636-536"	53057.39150	IJ2	0.00	0.00	1.02	
"4U 1705-44"	53057.68041	IJ2	0.00	0.00	1.45	
"4U 1702-429"	53057.72663	IJ2	0.00	0.00	1.32	
"4U 1705-44"	53057.75211	IJ2	0.00	0.00	1.33	
"4U 1705-44"	53057.79587	IJ2	0.00	0.00	1.33	
"4U 1735-444"	53057.82290	IJ2	0.00	0.00	1.38	
"4U 1705-44"	53057.86207	IJ2	0.00	0.00	1.33	
"4U 1702-429"	53057.88849	IJ2	0.00	0.00	1.14	
"4U 1705-44"	53057.90337	IJ2	0.00	0.00	1.33	
"4U 1705-44"	53057.94789	IJ2	0.00	0.00	1.47	
"4U 1705-44"	53057.99637	IJ2	0.00	0.00	1.34	
"4U 1705-44"	53058.03996	IJ2	0.00	0.00	1.33	
"4U 1705-44"	53058.08473	IJ2	0.00	0.00	1.33	
"4U 1705-44"	53058.12508	IJ2	0.00	0.00	1.33	
"4U 1705-44"	53058.16736	IJ2	0.00	0.00	1.30	
"4U 1705-44"	53058.21196	IJ2	0.00	0.00	1.34	
"4U 1722-30"	53058.40140	XPq	47.29	1.59	2.00	
"4U 1636-536"	53058.53435	IJ2	0.00	0.00	1.06	
"4U 1636-536"	53058.53804	IJ2	0.00	0.00	1.04	
"4U 1636-536"	53058.64322	IJ2	0.00	0.00	1.04	
"4U 1636-536"	53058.89438	IJ2	0.00	0.00	1.04	
"4U 1636-536"	53058.97258	IJ2	0.00	0.00	1.00	
"4U 1636-536"	53058.99154	IJ2	0.00	0.00	1.00	
"4U 1705-44"	53059.14659	IJ2	0.00	0.00	1.35	
"4U 1705-44"	53059.35890	IJ2	0.00	0.00	1.34	
"4U 1705-44"	53059.39031	IJ2	0.00	0.00	1.32	
"4U 1702-429"	53059.40604	IJ2	0.00	0.00	1.25	
"4U 1705-44"	53059.42577	IJ2	0.00	0.00	1.34	
"4U 1705-44"	53059.46047	IJ2	0.00	0.00	1.31	
"4U 1705-44"	53059.49705	IJ2	0.00	0.00	1.32	
"4U 1702-429"	53059.53153	IJ2	0.00	0.00	1.13	
